Ciudad,Fecha,Gestor,#,Etapa,Fuente,Sucursal,Categoría,kg,Usuario,Hora Registro,ID
Cali,4/25/2022,WERO,,Caracterización,Mr. Bross,Cali,Vidrio,0,,,299
Cali,4/25/2022,WERO,,Caracterización,Tortelli,Cali,Aluminio,0,,,300
Cali,4/25/2022,WERO,,Caracterización,Tortelli,Cali,Archivo,0,,,301
Cali,4/25/2022,WERO,,Caracterización,Tortelli,Cali,Cartón,11.1,,,302
Cali,4/25/2022,WERO,,Caracterización,Tortelli,Cali,Chatarra,0,,,303
Cali,4/25/2022,WERO,402,Recolección,Tortelli,Palmas Mall,Mezclado,62.2,,,304
Cali,4/25/2022,WERO,398,Recolección,Tortelli,Peñón,Mezclado,20,,,305
Cali,4/25/2022,WERO,399,Recolección,Tortelli,Sta. Mónica,Mezclado,49,,,306
Cali,4/25/2022,WERO,,Caracterización,Tortelli,Cali,PEAD,0,,,307
Cali,4/25/2022,WERO,,Caracterización,Tortelli,Cali,PEBD,0,,,308
Cali,4/25/2022,WERO,,Caracterización,Tortelli,Cali,PET,0,,,309
Cali,4/25/2022,WERO,,Caracterización,Tortelli,Cali,Plegadiza,9.3,,,310
Cali,4/25/2022,WERO,,Caracterización,Tortelli,Cali,Vidrio,134.2,,,311
Cali,4/27/2022,WERO,,Caracterización,Mr. Bross,Cali,Aluminio,0,,,312
Cali,4/27/2022,WERO,,Caracterización,Mr. Bross,Cali,Archivo,0,,,313
Cali,4/27/2022,WERO,,Caracterización,Mr. Bross,Cali,Cartón,3.9,,,314
Cali,4/27/2022,WERO,,Caracterización,Mr. Bross,Cali,Chatarra,4.9,,,315
Cali,4/27/2022,WERO,409,Recolección,Mr. Bross,Bodega,Mezclado,8,,,316
Cali,4/27/2022,WERO,407,Recolección,Mr. Bross,La Flora,Mezclado,5,,,317
Cali,4/27/2022,WERO,408,Recolección,Mr. Bross,Parque del Perro,Mezclado,9,,,318
Cali,4/27/2022,WERO,,Caracterización,Mr. Bross,Cali,PEAD,1.9,,,319
Cali,4/27/2022,WERO,,Caracterización,Mr. Bross,Cali,PEBD,0.2,,,320
Cali,4/27/2022,WERO,,Caracterización,Mr. Bross,Cali,PET,5.8,,,321
Cali,4/27/2022,WERO,,Caracterización,Mr. Bross,Cali,Plegadiza,0.7,,,322
Cali,4/27/2022,WERO,,Caracterización,Mr. Bross,Cali,Vidrio,0,,,323
Cali,4/27/2022,WERO,,Caracterización,Tortelli,Cali,Aluminio,0,,,324
Cali,4/27/2022,WERO,,Caracterización,Tortelli,Cali,Archivo,0,,,325
Cali,4/27/2022,WERO,,Caracterización,Tortelli,Cali,Cartón,17.5,,,326
Cali,4/27/2022,WERO,,Caracterización,Tortelli,Cali,Chatarra,2.1,,,327
Cali,4/27/2022,WERO,411,Recolección,Tortelli,Palmas Mall,Mezclado,36.95,,,328
Cali,4/27/2022,WERO,403,Recolección,Tortelli,Peñón,Mezclado,6,,,329
Cali,4/27/2022,WERO,406,Recolección,Tortelli,Sta. Mónica,Mezclado,12,,,330
Cali,4/27/2022,WERO,,Caracterización,Tortelli,Cali,PEAD,3.1,,,331
Cali,4/27/2022,WERO,,Caracterización,Tortelli,Cali,PEBD,0,,,332
Cali,4/27/2022,WERO,,Caracterización,Tortelli,Cali,PET,1.6,,,333
Cali,4/27/2022,WERO,,Caracterización,Tortelli,Cali,Plegadiza,0.3,,,334
Cali,4/27/2022,WERO,,Caracterización,Tortelli,Cali,Vidrio,52,,,335
Cali,4/29/2022,WERO,416,Recolección,Mr. Bross,La Flora,Mezclado,6,,,336
Cali,4/29/2022,WERO,419,Recolección,Mr. Bross,Parque del Perro,Mezclado,3,,,337
Cali,4/29/2022,WERO,421,Recolección,Tortelli,Palmas Mall,Mezclado,18.65,,,338
Cali,4/29/2022,WERO,412,Recolección,Tortelli,Peñón,Mezclado,7,,,339
Cali,4/29/2022,WERO,415,Recolección,Tortelli,Sta. Mónica,Mezclado,28,,,340
Cali,5/1/2022,WERO,490,Recolección,Mr. Bross,La Flora,Mezclado,12,,,341
Cali,5/2/2022,WERO,428,Recolección,Mr. Bross,La Flora,Mezclado,,,,342
Cali,5/2/2022,WERO,424,Recolección,Tortelli,Palmas Mall,Mezclado,82.9,,,343
Cali,5/2/2022,WERO,426,Recolección,Tortelli,Peñón,Mezclado,0,,,344
Cali,5/2/2022,WERO,427,Recolección,Tortelli,Sta. Mónica,Mezclado,47,,,345
Cali,5/3/2022,WERO,,Caracterización,Mr. Bross,Cali,Aluminio,0.3,,,346
Cali,5/3/2022,WERO,,Caracterización,Mr. Bross,Cali,Archivo,0,,,347
Cali,5/3/2022,WERO,,Caracterización,Mr. Bross,Cali,Cartón,2.1,,,348
Cali,5/3/2022,WERO,,Caracterización,Mr. Bross,Cali,Chatarra,9.1,,,349
Cali,5/3/2022,WERO,,Caracterización,Mr. Bross,Cali,PEAD,0,,,350
Cali,5/3/2022,WERO,,Caracterización,Mr. Bross,Cali,PEBD,0.8,,,351
Cali,5/3/2022,WERO,,Caracterización,Mr. Bross,Cali,PET,8.4,,,352
Cali,5/3/2022,WERO,,Caracterización,Mr. Bross,Cali,Plegadiza,2.6,,,353
Cali,5/3/2022,WERO,,Caracterización,Mr. Bross,Cali,Vidrio,14.3,,,354
Cali,5/3/2022,WERO,,Caracterización,Tortelli,Cali,Aluminio,0,,,355
Cali,5/3/2022,WERO,,Caracterización,Tortelli,Cali,Archivo,0,,,356
Cali,5/3/2022,WERO,,Caracterización,Tortelli,Cali,Cartón,8,,,357
Cali,5/3/2022,WERO,,Caracterización,Tortelli,Cali,Chatarra,0,,,358
Cali,5/3/2022,WERO,,Caracterización,Tortelli,Cali,PEAD,0,,,359
Cali,5/3/2022,WERO,,Caracterización,Tortelli,Cali,PEBD,0,,,360
Cali,5/3/2022,WERO,,Caracterización,Tortelli,Cali,PET,2.4,,,361
Cali,5/3/2022,WERO,,Caracterización,Tortelli,Cali,Plegadiza,1.1,,,362
Cali,5/3/2022,WERO,,Caracterización,Tortelli,Cali,Vidrio,163.7,,,363
Cali,5/4/2022,WERO,435,Recolección,Mr. Bross,Bodega,Mezclado,7,,,364
Cali,5/4/2022,WERO,433,Recolección,Mr. Bross,La Flora,Mezclado,6,,,365
Cali,5/4/2022,WERO,434,Recolección,Mr. Bross,Parque del Perro,Mezclado,10,,,366
Cali,5/4/2022,WERO,437,Recolección,Tortelli,Palmas Mall,Mezclado,23.85,,,367
Cali,5/4/2022,WERO,429,Recolección,Tortelli,Peñón,Mezclado,0,,,368
Cali,5/4/2022,WERO,432,Recolección,Tortelli,Sta. Mónica,Mezclado,15,,,369
Cali,5/6/2022,WERO,,Caracterización,Mr. Bross,Cali,Aluminio,0.9,,,370
Cali,5/6/2022,WERO,,Caracterización,Mr. Bross,Cali,Archivo,0,,,371
Cali,5/6/2022,WERO,,Caracterización,Mr. Bross,Cali,Cartón,8.5,,,372
Cali,5/6/2022,WERO,,Caracterización,Mr. Bross,Cali,Chatarra,4.3,,,373
Cali,5/6/2022,WERO,443,Recolección,Mr. Bross,La Flora,Mezclado,7,,,374
Cali,5/6/2022,WERO,445,Recolección,Mr. Bross,Parque del Perro,Mezclado,0,,,375
Cali,5/6/2022,WERO,,Caracterización,Mr. Bross,Cali,PEAD,3.2,,,376
Cali,5/6/2022,WERO,,Caracterización,Mr. Bross,Cali,PEBD,0,,,377
Cali,5/6/2022,WERO,,Caracterización,Mr. Bross,Cali,PET,6.8,,,378
Cali,5/6/2022,WERO,,Caracterización,Mr. Bross,Cali,Plegadiza,1.9,,,379
Cali,5/6/2022,WERO,,Caracterización,Mr. Bross,Cali,Vidrio,7.6,,,380
Cali,5/6/2022,WERO,,Caracterización,Tortelli,Cali,Aluminio,0,,,381
Cali,5/6/2022,WERO,,Caracterización,Tortelli,Cali,Archivo,0,,,382
Cali,5/6/2022,WERO,,Caracterización,Tortelli,Cali,Cartón,4.9,,,383
Cali,5/6/2022,WERO,,Caracterización,Tortelli,Cali,Chatarra,2.8,,,384
Cali,5/6/2022,WERO,447,Recolección,Tortelli,Palmas Mall,Mezclado,34.7,,,385
Cali,5/6/2022,WERO,439,Recolección,Tortelli,Peñón,Mezclado,7,,,386
Cali,5/6/2022,WERO,442,Recolección,Tortelli,Sta. Mónica,Mezclado,17,,,387
Cali,5/6/2022,WERO,,Caracterización,Tortelli,Cali,PEAD,1.1,,,388
Cali,5/6/2022,WERO,,Caracterización,Tortelli,Cali,PEBD,0,,,389
Cali,5/6/2022,WERO,,Caracterización,Tortelli,Cali,PET,1.6,,,390
Cali,5/6/2022,WERO,,Caracterización,Tortelli,Cali,Plegadiza,0.4,,,391
Cali,5/6/2022,WERO,,Caracterización,Tortelli,Cali,Vidrio,108.7,,,392
Cali,5/9/2022,WERO,,Caracterización,Mr. Bross,Cali,Aluminio,0,,,393
Cali,5/9/2022,WERO,,Caracterización,Mr. Bross,Cali,Archivo,0,,,394
Cali,5/9/2022,WERO,,Caracterización,Mr. Bross,Cali,Cartón,5.9,,,395
Cali,5/9/2022,WERO,,Caracterización,Mr. Bross,Cali,Chatarra,2.6,,,396
Cali,5/9/2022,WERO,454,Recolección,Mr. Bross,La Flora,Mezclado,20,,,397
Cali,5/9/2022,WERO,,Caracterización,Mr. Bross,Cali,PEAD,0.9,,,398
Cali,5/9/2022,WERO,,Caracterización,Mr. Bross,Cali,PEBD,0.4,,,399
Cali,5/9/2022,WERO,,Caracterización,Mr. Bross,Cali,PET,4.6,,,400
Cali,5/9/2022,WERO,,Caracterización,Mr. Bross,Cali,Plegadiza,1.7,,,401
Cali,5/9/2022,WERO,,Caracterización,Mr. Bross,Cali,Vidrio,0,,,402
Cali,5/9/2022,WERO,,Caracterización,Tortelli,Cali,Aluminio,0,,,403
Cali,5/9/2022,WERO,,Caracterización,Tortelli,Cali,Archivo,0,,,404
Cali,5/9/2022,WERO,,Caracterización,Tortelli,Cali,Cartón,7.8,,,405
Cali,5/9/2022,WERO,,Caracterización,Tortelli,Cali,Chatarra,1.6,,,406
Cali,5/9/2022,WERO,449,Recolección,Tortelli,Palmas Mall,Mezclado,79.5,,,407
Cali,5/9/2022,WERO,452,Recolección,Tortelli,Peñón,Mezclado,12.6,,,408
Cali,5/9/2022,WERO,453,Recolección,Tortelli,Sta. Mónica,Mezclado,59.35,,,409
Cali,5/9/2022,WERO,,Caracterización,Tortelli,Cali,PEAD,2.1,,,410
Cali,5/9/2022,WERO,,Caracterización,Tortelli,Cali,PEBD,0,,,411
Cali,5/9/2022,WERO,,Caracterización,Tortelli,Cali,PET,0,,,412
Cali,5/9/2022,WERO,,Caracterización,Tortelli,Cali,Plegadiza,0.7,,,413
Cali,5/9/2022,WERO,,Caracterización,Tortelli,Cali,Vidrio,146.1,,,414
Cali,5/11/2022,WERO,459,Recolección,Mr. Bross,La Flora,Mezclado,5,,,415
Cali,5/11/2022,WERO,460,Recolección,Mr. Bross,Parque del Perro,Mezclado,0,,,416
Cali,5/11/2022,WERO,462,Recolección,Tortelli,Palmas Mall,Mezclado,28.75,,,417
Cali,5/11/2022,WERO,458,Recolección,Tortelli,Sta. Mónica,Mezclado,10,,,418
Cali,5/13/2022,WERO,,Caracterización,Mr. Bross,Cali,Aluminio,0,,,419
Cali,5/13/2022,WERO,,Caracterización,Mr. Bross,Cali,Archivo,0,,,420
Cali,5/13/2022,WERO,,Caracterización,Mr. Bross,Cali,Cartón,7.3,,,421
Cali,5/13/2022,WERO,,Caracterización,Mr. Bross,Cali,Chatarra,1.3,,,422
Cali,5/13/2022,WERO,471,Recolección,Mr. Bross,La Flora,Mezclado,4,,,423
Cali,5/13/2022,WERO,,Caracterización,Mr. Bross,Cali,PEAD,1.1,,,424
Cali,5/13/2022,WERO,,Caracterización,Mr. Bross,Cali,PEBD,0.7,,,425
Cali,5/13/2022,WERO,,Caracterización,Mr. Bross,Cali,PET,6.5,,,426
Cali,5/13/2022,WERO,,Caracterización,Mr. Bross,Cali,Plegadiza,2.2,,,427
Cali,5/13/2022,WERO,,Caracterización,Mr. Bross,Cali,Vidrio,2.7,,,428
Cali,5/13/2022,WERO,,Caracterización,Tortelli,Cali,Aluminio,0,,,429
Cali,5/13/2022,WERO,,Caracterización,Tortelli,Cali,Archivo,0,,,430
Cali,5/13/2022,WERO,,Caracterización,Tortelli,Cali,Cartón,5.6,,,431
Cali,5/13/2022,WERO,,Caracterización,Tortelli,Cali,Chatarra,1.1,,,432
Cali,5/13/2022,WERO,463,Recolección,Tortelli,Palmas Mall,Mezclado,23.15,,,433
Cali,5/13/2022,WERO,455,Recolección,Tortelli,Peñón,Mezclado,3,,,434
Cali,5/13/2022,WERO,467,Recolección,Tortelli,Peñón,Mezclado,3,,,435
Cali,5/13/2022,WERO,470,Recolección,Tortelli,Sta. Mónica,Mezclado,15,,,436
Cali,5/13/2022,WERO,,Caracterización,Tortelli,Cali,PEAD,0.9,,,437
Cali,5/13/2022,WERO,,Caracterización,Tortelli,Cali,PEBD,0.3,,,438
Cali,5/13/2022,WERO,,Caracterización,Tortelli,Cali,PET,0.8,,,439
Cali,5/13/2022,WERO,,Caracterización,Tortelli,Cali,Plegadiza,0.6,,,440
Cali,5/13/2022,WERO,,Caracterización,Tortelli,Cali,Vidrio,140.1,,,441
Cali,5/16/2022,WERO,,Caracterización,Mr. Bross,Cali,Aluminio,0.3,,,442
Cali,5/16/2022,WERO,,Caracterización,Mr. Bross,Cali,Archivo,0,,,443
Cali,5/16/2022,WERO,,Caracterización,Mr. Bross,Cali,Cartón,1.7,,,444
Cali,5/16/2022,WERO,,Caracterización,Mr. Bross,Cali,Chatarra,0,,,445
Cali,5/16/2022,WERO,479,Recolección,Mr. Bross,La Flora,Mezclado,23,,,446
Cali,5/16/2022,WERO,,Caracterización,Mr. Bross,Cali,PEAD,0.6,,,447
Cali,5/16/2022,WERO,,Caracterización,Mr. Bross,Cali,PEBD,0,,,448
Cali,5/16/2022,WERO,,Caracterización,Mr. Bross,Cali,PET,4.3,,,449
Cali,5/16/2022,WERO,,Caracterización,Mr. Bross,Cali,Plegadiza,3.4,,,450
Cali,5/16/2022,WERO,,Caracterización,Mr. Bross,Cali,Vidrio,8.5,,,451
Cali,5/16/2022,WERO,,Caracterización,Tortelli,Cali,Aluminio,0,,,452
Cali,5/16/2022,WERO,,Caracterización,Tortelli,Cali,Archivo,0.2,,,453
Cali,5/16/2022,WERO,,Caracterización,Tortelli,Cali,Cartón,7.1,,,454
Cali,5/16/2022,WERO,,Caracterización,Tortelli,Cali,Chatarra,0.6,,,455
Cali,5/16/2022,WERO,474,Recolección,Tortelli,Palmas Mall,Mezclado,71.85,,,456
Cali,5/16/2022,WERO,477,Recolección,Tortelli,Peñón,Mezclado,2,,,457
Cali,5/16/2022,WERO,478,Recolección,Tortelli,Sta. Mónica,Mezclado,48,,,458
Cali,5/16/2022,WERO,,Caracterización,Tortelli,Cali,PEAD,1.1,,,459
Cali,5/16/2022,WERO,,Caracterización,Tortelli,Cali,PEBD,0.4,,,460
Cali,5/16/2022,WERO,,Caracterización,Tortelli,Cali,PET,1.6,,,461
Cali,5/16/2022,WERO,,Caracterización,Tortelli,Cali,Plegadiza,0,,,462
Cali,5/16/2022,WERO,,Caracterización,Tortelli,Cali,Vidrio,157.9,,,463
Cali,5/18/2022,WERO,485,Recolección,Mr. Bross,Bodega,Mezclado,7,,,464
Cali,5/18/2022,WERO,483,Recolección,Mr. Bross,La Flora,Mezclado,6,,,465
Cali,5/18/2022,WERO,486,Recolección,Tortelli,Palmas Mall,Mezclado,25,,,466
Cali,5/18/2022,WERO,484,Recolección,Tortelli,Peñón,Mezclado,11,,,467
Cali,5/18/2022,WERO,487,Recolección,Tortelli,Sta. Mónica,Mezclado,15,,,468
Cali,5/20/2022,WERO,,Caracterización,Mr. Bross,Cali,Aluminio,0.2,,,469
Cali,5/20/2022,WERO,,Caracterización,Mr. Bross,Cali,Archivo,0,,,470
Cali,5/20/2022,WERO,,Caracterización,Mr. Bross,Cali,Cartón,6.8,,,471
Cali,5/20/2022,WERO,,Caracterización,Mr. Bross,Cali,Chatarra,0,,,472
Cali,5/20/2022,WERO,,Caracterización,Mr. Bross,Cali,PEAD,0.9,,,473
Cali,5/20/2022,WERO,,Caracterización,Mr. Bross,Cali,PEBD,0.4,,,474
Cali,5/20/2022,WERO,,Caracterización,Mr. Bross,Cali,PET,4.9,,,475
Cali,5/20/2022,WERO,,Caracterización,Mr. Bross,Cali,Plegadiza,1.7,,,476
Cali,5/20/2022,WERO,,Caracterización,Mr. Bross,Cali,Vidrio,13.1,,,477
Cali,5/20/2022,WERO,,Caracterización,Tortelli,Cali,Aluminio,0,,,478
Cali,5/20/2022,WERO,,Caracterización,Tortelli,Cali,Archivo,0,,,479
Cali,5/20/2022,WERO,,Caracterización,Tortelli,Cali,Cartón,12,,,480
Cali,5/20/2022,WERO,,Caracterización,Tortelli,Cali,Chatarra,0,,,481
Cali,5/20/2022,WERO,495,Recolección,Tortelli,Palmas Mall,Mezclado,30,,,482
Cali,5/20/2022,WERO,493,Recolección,Tortelli,Peñón,Mezclado,4,,,483
Cali,5/20/2022,WERO,489,Recolección,Tortelli,Sta. Mónica,Mezclado,15,,,484
Cali,5/20/2022,WERO,500,Recolección,Tortelli,Sta. Mónica,Mezclado,37.85,,,485
Cali,5/20/2022,WERO,,Caracterización,Tortelli,Cali,PEAD,2,,,486
Cali,5/20/2022,WERO,,Caracterización,Tortelli,Cali,PEBD,0,,,487
Cali,5/20/2022,WERO,,Caracterización,Tortelli,Cali,PET,1.6,,,488
Cali,5/20/2022,WERO,,Caracterización,Tortelli,Cali,Plegadiza,3.4,,,489
Cali,5/20/2022,WERO,,Caracterización,Tortelli,Cali,Vidrio,131.5,,,490
Cali,5/23/2022,WERO,,Caracterización,Mr. Bross,Cali,Aluminio,0,,,491
Cali,5/23/2022,WERO,,Caracterización,Mr. Bross,Cali,Archivo,0,,,492
Cali,5/23/2022,WERO,,Caracterización,Mr. Bross,Cali,Cartón,4.9,,,493
Cali,5/23/2022,WERO,,Caracterización,Mr. Bross,Cali,Chatarra,0,,,494
Cali,5/23/2022,WERO,,Caracterización,Mr. Bross,Cali,PEAD,1.4,,,495
Cali,5/23/2022,WERO,,Caracterización,Mr. Bross,Cali,PEBD,0.2,,,496
Cali,5/23/2022,WERO,,Caracterización,Mr. Bross,Cali,PET,3.4,,,497
Cali,5/23/2022,WERO,,Caracterización,Mr. Bross,Cali,Plegadiza,1.1,,,498
Cali,5/23/2022,WERO,,Caracterización,Mr. Bross,Cali,Vidrio,9.6,,,499
Cali,5/23/2022,WERO,,Caracterización,Tortelli,Cali,Aluminio,0,,,500
Cali,5/23/2022,WERO,,Caracterización,Tortelli,Cali,Archivo,0,,,501
Cali,5/23/2022,WERO,,Caracterización,Tortelli,Cali,Cartón,7.9,,,502
Cali,5/23/2022,WERO,,Caracterización,Tortelli,Cali,Chatarra,0,,,503
Cali,5/23/2022,WERO,497,Recolección,Tortelli,Palmas Mall,Mezclado,50,,,504
Cali,5/23/2022,WERO,499,Recolección,Tortelli,Peñón,Mezclado,3,,,505
Cali,5/23/2022,WERO,,Caracterización,Tortelli,Cali,PEAD,0.6,,,506
Cali,5/23/2022,WERO,,Caracterización,Tortelli,Cali,PEBD,0,,,507
Cali,5/23/2022,WERO,,Caracterización,Tortelli,Cali,PET,3.6,,,508
Cali,5/23/2022,WERO,,Caracterización,Tortelli,Cali,Plegadiza,7.3,,,509
Cali,5/23/2022,WERO,,Caracterización,Tortelli,Cali,Vidrio,82.3,,,510
Cali,5/25/2022,WERO,501,Recolección,Tortelli,Palmas Mall,Mezclado,34.28,,,511
Cali,5/25/2022,WERO,507,Recolección,Tortelli,Sta. Mónica,Mezclado,13,,,512
Cali,5/27/2022,WERO,,Caracterización,Mr. Bross,Cali,Aluminio,0,,,513
Cali,5/27/2022,WERO,,Caracterización,Mr. Bross,Cali,Archivo,0,,,514
Cali,5/27/2022,WERO,,Caracterización,Mr. Bross,Cali,Cartón,3.7,,,515
Cali,5/27/2022,WERO,,Caracterización,Mr. Bross,Cali,Chatarra,0,,,516
Cali,5/27/2022,WERO,,Caracterización,Mr. Bross,Cali,PEAD,0.4,,,517
Cali,5/27/2022,WERO,,Caracterización,Mr. Bross,Cali,PEBD,0,,,518
Cali,5/27/2022,WERO,,Caracterización,Mr. Bross,Cali,PET,12.5,,,519
Cali,5/27/2022,WERO,,Caracterización,Mr. Bross,Cali,Plegadiza,4.8,,,520
Cali,5/27/2022,WERO,,Caracterización,Mr. Bross,Cali,Vidrio,0,,,521
Cali,5/27/2022,WERO,,Caracterización,Tortelli,Cali,Aluminio,0,,,522
Cali,5/27/2022,WERO,,Caracterización,Tortelli,Cali,Archivo,0,,,523
Cali,5/27/2022,WERO,,Caracterización,Tortelli,Cali,Cartón,15,,,524
Cali,5/27/2022,WERO,,Caracterización,Tortelli,Cali,Chatarra,1.6,,,525
Cali,5/27/2022,WERO,514,Recolección,Tortelli,Palmas Mall,Mezclado,24.6,,,526
Cali,5/27/2022,WERO,508,Recolección,Tortelli,Peñón,Mezclado,0,,,527
Cali,5/27/2022,WERO,511,Recolección,Tortelli,Sta. Mónica,Mezclado,10,,,528
Cali,5/27/2022,WERO,,Caracterización,Tortelli,Cali,PEAD,1,,,529
Cali,5/27/2022,WERO,,Caracterización,Tortelli,Cali,PEBD,0,,,530
Cali,5/27/2022,WERO,,Caracterización,Tortelli,Cali,PET,2,,,531
Cali,5/27/2022,WERO,,Caracterización,Tortelli,Cali,Plegadiza,3.9,,,532
Cali,5/27/2022,WERO,,Caracterización,Tortelli,Cali,Vidrio,105.4,,,533
Cali,6/1/2022,WERO,521,Recolección,Tortelli,Palmas Mall,Mezclado,54,,,534
Cali,6/1/2022,WERO,516,Recolección,Tortelli,Peñón,Mezclado,3,,,535
Cali,6/1/2022,WERO,519,Recolección,Tortelli,Sta. Mónica,Mezclado,30,,,536
Cali,6/3/2022,WERO,,Caracterización,Mr. Bross,Cali,Aluminio,0,,,537
Cali,6/3/2022,WERO,,Caracterización,Mr. Bross,Cali,Archivo,0,,,538
Cali,6/3/2022,WERO,,Caracterización,Mr. Bross,Cali,Cartón,1.4,,,539
Cali,6/3/2022,WERO,,Caracterización,Mr. Bross,Cali,Chatarra,0,,,540
Cali,6/3/2022,WERO,,Caracterización,Mr. Bross,Cali,PEAD,0.4,,,541
Cali,6/3/2022,WERO,,Caracterización,Mr. Bross,Cali,PEBD,0,,,542
Cali,6/3/2022,WERO,,Caracterización,Mr. Bross,Cali,PET,8.1,,,543
Cali,6/3/2022,WERO,,Caracterización,Mr. Bross,Cali,Plegadiza,2.1,,,544
Cali,6/3/2022,WERO,,Caracterización,Mr. Bross,Cali,Vidrio,1.5,,,545
Cali,6/3/2022,WERO,,Caracterización,Tortelli,Cali,Aluminio,0,,,546
Cali,6/3/2022,WERO,,Caracterización,Tortelli,Cali,Archivo,0.4,,,547
Cali,6/3/2022,WERO,,Caracterización,Tortelli,Cali,Cartón,15.8,,,548
Cali,6/3/2022,WERO,,Caracterización,Tortelli,Cali,Chatarra,2.3,,,549
Cali,6/3/2022,WERO,529,Recolección,Tortelli,Palmas Mall,Mezclado,32.2,,,550
Cali,6/3/2022,WERO,523,Recolección,Tortelli,Peñón,Mezclado,6,,,551
Cali,6/3/2022,WERO,526,Recolección,Tortelli,Sta. Mónica,Mezclado,14,,,552
Cali,6/3/2022,WERO,,Caracterización,Tortelli,Cali,PEAD,1.3,,,553
Cali,6/3/2022,WERO,,Caracterización,Tortelli,Cali,PEBD,0,,,554
Cali,6/3/2022,WERO,,Caracterización,Tortelli,Cali,PET,0,,,555
Cali,6/3/2022,WERO,,Caracterización,Tortelli,Cali,Plegadiza,1.5,,,556
Cali,6/3/2022,WERO,,Caracterización,Tortelli,Cali,Vidrio,169,,,557
Cali,6/6/2022,WERO,,Caracterización,Tortelli,Cali,Aluminio,0,,,558
Cali,6/6/2022,WERO,,Caracterización,Tortelli,Cali,Archivo,0.3,,,559
Cali,6/6/2022,WERO,,Caracterización,Tortelli,Cali,Cartón,16.7,,,560
Cali,6/6/2022,WERO,,Caracterización,Tortelli,Cali,Chatarra,0,,,561
Cali,6/6/2022,WERO,533,Recolección,Tortelli,Palmas Mall,Mezclado,81,,,562
Cali,6/6/2022,WERO,531,Recolección,Tortelli,Peñón,Mezclado,5,,,563
Cali,6/6/2022,WERO,532,Recolección,Tortelli,Sta. Mónica,Mezclado,42.6,,,564
Cali,6/6/2022,WERO,,Caracterización,Tortelli,Cali,PEAD,2.2,,,565
Cali,6/6/2022,WERO,,Caracterización,Tortelli,Cali,PEBD,0,,,566
Cali,6/6/2022,WERO,,Caracterización,Tortelli,Cali,PET,1.9,,,567
Cali,6/6/2022,WERO,,Caracterización,Tortelli,Cali,Plegadiza,0,,,568
Cali,6/6/2022,WERO,,Caracterización,Tortelli,Cali,Vidrio,117.6,,,569
Cali,6/8/2022,WERO,547,Recolección,Tortelli,Palmas Mall,Mezclado,22,,,570
Cali,6/8/2022,WERO,541,Recolección,Tortelli,Peñón,Mezclado,3,,,571
Cali,6/8/2022,WERO,545,Recolección,Tortelli,Sta. Mónica,Mezclado,18.65,,,572
Cali,6/10/2022,WERO,,Caracterización,Tortelli,Cali,Aluminio,0,,,573
Cali,6/10/2022,WERO,,Caracterización,Tortelli,Cali,Archivo,0,,,574
Cali,6/10/2022,WERO,,Caracterización,Tortelli,Cali,Cartón,10.4,,,575
Cali,6/10/2022,WERO,,Caracterización,Tortelli,Cali,Chatarra,0,,,576
Cali,6/10/2022,WERO,553,Recolección,Tortelli,Palmas Mall,Mezclado,27,,,577
Cali,6/10/2022,WERO,557,Recolección,Tortelli,Peñón,Mezclado,0,,,578
Cali,6/10/2022,WERO,550,Recolección,Tortelli,Sta. Mónica,Mezclado,21,,,579
Cali,6/10/2022,WERO,,Caracterización,Tortelli,Cali,PEAD,0.8,,,580
Cali,6/10/2022,WERO,,Caracterización,Tortelli,Cali,PEBD,0,,,581
Cali,6/10/2022,WERO,,Caracterización,Tortelli,Cali,PET,3.3,,,582
Cali,6/10/2022,WERO,,Caracterización,Tortelli,Cali,Plegadiza,1.2,,,583
Cali,6/10/2022,WERO,,Caracterización,Tortelli,Cali,Vidrio,131.63,,,584
Cali,6/13/2022,WERO,,Caracterización,Tortelli,Cali,Aluminio,0,,,585
Cali,6/13/2022,WERO,,Caracterización,Tortelli,Cali,Archivo,0,,,586
Cali,6/13/2022,WERO,,Caracterización,Tortelli,Cali,Cartón,21.2,,,587
Cali,6/13/2022,WERO,,Caracterización,Tortelli,Cali,Chatarra,0,,,588
Cali,6/13/2022,WERO,555,Recolección,Tortelli,Palmas Mall,Mezclado,65,,,589
Cali,6/13/2022,WERO,558,Recolección,Tortelli,Peñón,Mezclado,4,,,590
Cali,6/13/2022,WERO,560,Recolección,Tortelli,Sta. Mónica,Mezclado,53,,,591
Cali,6/13/2022,WERO,,Caracterización,Tortelli,Cali,PEAD,1.6,,,592
Cali,6/13/2022,WERO,,Caracterización,Tortelli,Cali,PEBD,0,,,593
Cali,6/13/2022,WERO,,Caracterización,Tortelli,Cali,PET,4.7,,,594
Cali,6/13/2022,WERO,,Caracterización,Tortelli,Cali,Plegadiza,0,,,595
Cali,6/13/2022,WERO,,Caracterización,Tortelli,Cali,Vidrio,138.4,,,596
Cali,6/15/2022,WERO,566,Recolección,Tortelli,Palmas Mall,Mezclado,27.7,,,597
Cali,6/15/2022,WERO,563,Recolección,Tortelli,Peñón,Mezclado,4,,,598
Cali,6/15/2022,WERO,564,Recolección,Tortelli,Sta. Mónica,Mezclado,0,,,599
Cali,6/17/2022,WERO,,Caracterización,Tortelli,Cali,Aluminio,0,,,600
